"global.unique.identifier","last.edited.date","taxonomic.order","category","taxon.concept.id","common.name","scientific.name","subspecies.common.name","subspecies.scientific.name","exotic.code","observation.count","breeding.code","breeding.category","behavior.code","age.sex","country","country.code","state","state.code","county","county.code","iba.code","bcr.code","usfws.code","atlas.block","locality","locality.id","locality.type","observation.date","time.observations.started","observer.id","sampling.event.identifier","protocol.type","protocol.code","project.code","duration.minutes","effort.distance.km","effort.area.ha","number.observers","all.species.reported","group.identifier","has.media","approved","reviewed","reason","trip.comments","species.comments","longitude","latitude","listing.status"
"URN:CornellLabOfOrnithology:EBIRD:OBS769574306","2019-06-01 16:46:27",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Jordan Pond Path","L6026515","H","2019-06-01","14:41:00","obsr382912","S56971669","Traveling","P22","EBIRD",96,5.332,NA,2,1,"",0,1,0,NA,"","",-68.2499805,44.3242409,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS769431384","2019-06-01 18:19:00",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","NY","C4","NY","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail Overlook","L1567758","H","2019-06-01","10:35:00","obsr428978","S56962643","Stationary","P21","EBIRD",15,NA,NA,2,0,"G4242287",0,1,0,NA,"61 deg, overcast with some peeks of sun.","",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS770440892","2019-06-03 10:08:10",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Valley Cove","L1760720","H","2019-06-01","13:28:00","obsr456158","S57030826","Traveling","P22","EBIRD",190,3.219,NA,13,1,"G4241872",0,1,0,NA,"","",-68.3174376,44.3075112,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS769652487","2019-06-01 19:18:59",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Valley Cove","L1760720","H","2019-06-01","13:28:00","obsr898335","S56976909","Traveling","P22","EBIRD",190,3.219,NA,13,1,"G4241872",0,1,0,NA,"","",-68.3174376,44.3075112,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS774564208","2023-09-20 11:05:07.725014",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail","L476591","H","2019-06-13","07:42:00","obsr996283","S57341749","Stationary","P21","EBIRD",5,NA,NA,2,1,"G4278982",0,1,0,NA,"","",-68.1897354,44.3547872,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS777722072","2019-06-22 12:22:07",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"3","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia National Park, Bar Harbor US-ME (44.3495,-68.1878)","L9514400","P","2019-06-22","12:13:00","obsr1044089","S57591354","Stationary","P21","EBIRD",10,NA,NA,1,1,"",0,1,0,NA,"","1 fledgling ",-68.187823,44.349472,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS776249350","2019-06-27 13:23:22",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia National Park","L9489204","P","2019-06-17","07:43:00","obsr606178","S57471156","Traveling","P22","EBIRD",710,20,NA,1,1,"G4317835",0,1,0,NA,"","",-68.237046,44.405364,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS769623597","2019-06-01 18:19:00",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","NY","C4","NY","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail Overlook","L1567758","H","2019-06-01","10:35:00","obsr615264","S56974965","Stationary","P21","EBIRD",15,NA,NA,2,0,"G4242287",0,1,0,NA,"61 deg, overcast with some peeks of sun.","",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS774173571","2019-06-13 10:00:01",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"2","FY","C4","FY","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"44068C2NW","Acadia NP--Precipice Trail Overlook","L1567758","H","2019-06-12","08:51:00","obsr101607","S57310757","Stationary","P21","EBIRD_ATL_ME",15,NA,NA,6,1,"",0,1,0,NA,"This was a stop on The Natural History Center’s Weekly Birding Tour. Clear skies, breezy, and cool.","",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS771439705","2019-06-08 18:58:09",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","ON","C4","ON","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"44068C3CW","Acadia NP--Valley Cove","L1760720","H","2019-06-05","11:19:00","obsr224998","S57109094","Traveling","P22","EBIRD_ATL_ME",68,1.851,NA,3,1,"",0,1,0,NA,"Amber and matt","",-68.3174376,44.3075112,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS864603600","2020-02-15 12:20:29",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"X","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail Overlook","L1567758","H","2019-06-01","12:30:00","obsr392120","S64509713","Stationary","P21","EBIRD",30,NA,NA,2,1,"",0,1,0,NA,"","",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS780864513","2023-09-20 10:53:01.042628",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"3","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP (please use more specific location if possible)","L340581","H","2019-06-25","06:00:00","obsr625215","S57839600","Traveling","P22","EBIRD",720,64.374,NA,2,0,"",0,1,0,NA,"","",-68.2733291,44.3385984,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS773517898","2019-06-10 12:18:36",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"2","FL","C4","FL","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail Overlook","L1567758","H","2019-06-10","08:51:00","obsr951667","S57259739","Stationary","P21","EBIRD",187,NA,NA,2,1,"G4270568",0,1,0,NA,"","",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS771418770","2019-06-05 11:30:43",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail Overlook","L1567758","H","2019-06-03","12:03:00","obsr517144","S57107536","Stationary","P21","EBIRD",31,NA,NA,3,1,"G4254526",0,1,0,NA,"","",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS769573907","2019-06-01 16:50:08",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Valley Cove","L1760720","H","2019-06-01","13:28:00","obsr883999","S56971637","Traveling","P22","EBIRD",190,3.219,NA,13,1,"G4241872",0,1,0,NA,"","",-68.3174376,44.3075112,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS779549348","2019-06-27 13:23:22",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia National Park","L9489204","P","2019-06-17","07:43:00","obsr618296","S57735505","Traveling","P22","EBIRD",710,20,NA,1,1,"G4317835",0,1,0,NA,"","",-68.237046,44.405364,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS770428879","2019-06-03 09:49:49",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail Overlook","L1567758","H","2019-06-03","09:48:00","obsr374661","S57030061","Stationary","P21","EBIRD",1,NA,NA,2,1,"",0,1,0,NA,"","",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS774843418","2019-06-14 16:19:59",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"3","ON","C4","ON","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"44068C2NW","Acadia NP--Precipice Trail Overlook","L1567758","H","2019-06-14","10:11:00","obsr101607","S57364006","Stationary","P21","EBIRD_ATL_ME",9,NA,NA,2,1,"G4281107",0,1,0,NA,"Private birding tour led by The Natural History Center. Overcast but cleaning; 67 F.","2 downy chicks on cliff nesting ledge, 1 adult flew in with food",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS780007371","2019-06-28 23:03:34",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"2","FL","C4","FL","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"44068C2NW","Acadia NP--Precipice Trail Overlook","L1567758","H","2019-06-24","08:22:00","obsr754031","S57773199","Stationary","P21","EBIRD_ATL_ME",8,NA,NA,2,1,"G4321303",0,1,0,NA,"This was a stop on a private tour with The Natural History Center. We had mostly clear skies; temperature was in the mid-70s; slightly breezy.","",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS771050244","2019-06-08 10:32:20",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"2","FL","C4","FL","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"44068C2NW","Acadia NP--Precipice Trail Overlook","L1567758","H","2019-06-04","08:53:00","obsr951667","S57080223","Stationary","P21","EBIRD_ATL_ME",205,NA,NA,3,1,"G4251609",0,1,0,NA,"","",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS771418758","2019-06-05 11:30:43",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail Overlook","L1567758","H","2019-06-03","12:03:00","obsr177921","S57107535","Stationary","P21","EBIRD",31,NA,NA,3,1,"G4254526",0,1,0,NA,"","",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS774837728","2019-06-14 15:45:05",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"4","NY","C4","NY","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"44068C2NW","Acadia NP--Precipice Trail Overlook","L1567758","H","2019-06-14","09:59:00","obsr224998","S57363616","Stationary","P21","EBIRD_ATL_ME",4,NA,NA,3,1,"",0,1,0,NA,"Kirsten and son Michael (11) had an opportunity of a life time when the 4 Peregrine chicks were visible  on the Precipice ledge they call their home. I have been watching these birds since 1993. Three different nest locations have been used including their current location since they first nested here in 1991.  Many amazing feats of flying have been observed here by 1000's of people. Bald Eagles have been chased away and once a Turkey Vulture was chased in a full dive down the face of the Precipice, where the female Peregrin landed on the TV's back and plucked out a feather.....which floated to the ground 150 feet away. --  In 1993 when I launched Down East Birdwatching and Nature Tours , I would spend hours watching and observing Peregrine Falcon,  a new species reintroduced into the world after decades of ignorance lead to their extirpation in 1963. In 1993,  People from around the world coming to Acadia National Park  would stop and talk to me about Peregrine life histories and the current amazing fact that these birds are returning to this cliff face to  raise young predators.  Here I am again this morning, after 24 years,  showing a young man and his mother  a bird species that was almost decimated by ecological ignorance, perpetuated by the money grabbers and the politically blind.  The second year I was out there, Acadia National Park began to send park rangers to the parking lot and so,  we all began talking about DDT and pesticides, raptors, fragile eggs and on and on.  From those early days  until today  there is an on-going Peregrine education program almost everyday............... and about 80 chicks later and 24 years.... I am once again here looking at Peregrines in a nest.    Thank you to everyone who worked on this project. Let's all be so thoughtful about the future.","",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS845306731","2020-01-01 20:40:42",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","N ","C3","N ","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail Overlook","L1567758","H","2019-06-15","10:19:00","obsr788722","S62889555","Stationary","P21","EBIRD",16,NA,NA,4,1,"G4283601",0,1,0,NA,"","",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS771067296","2019-06-04 13:02:26",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"2","FL","C4","FL","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail Overlook","L1567758","H","2019-06-04","08:53:00","obsr1135590","S57081341","Stationary","P21","EBIRD",205,NA,NA,3,1,"G4251609",0,1,0,NA,"","",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS792252524","2020-01-17 16:55:28",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"3","FY","C4","FY","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"44068C3CE","Acadia NP--Penobscot Mountain","L4978722","H","2019-06-29","09:28:00","obsr101607","S58780725","Traveling","P22","EBIRD_ATL_ME",209,6.92,NA,3,1,"",0,1,0,NA,"This is a report of birds observed on a hiking tour with The Natural History Center.","",-68.2666183,44.3329687,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS769261971","2024-04-24 00:26:41.059483",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Mount Desert Island","L566589","P","2019-06-01","06:13:00","obsr92999","S56952146","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,NA,"","",-68.3054352,44.367551,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS772092171","2019-06-07 06:40:09",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail Overlook","L1567758","H","2019-06-03","09:00:00","obsr1385459","S57157144","Stationary","P21","EBIRD",60,NA,NA,2,1,"",0,1,0,NA,"","",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS769576226","2019-06-01 16:50:08",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Valley Cove","L1760720","H","2019-06-01","13:28:00","obsr722544","S56971797","Traveling","P22","EBIRD",190,3.219,NA,13,1,"G4241872",0,1,0,NA,"ABF field trip with Bill Sheehan and Sally Ingraham ","",-68.3174376,44.3075112,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS773751128","2023-09-20 10:53:01.042628",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP (please use more specific location if possible)","L340581","H","2019-06-05","","obsr624131","S57277608","Historical","P62","EBIRD",NA,NA,NA,2,1,"",0,1,0,NA,"","",-68.2733291,44.3385984,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS778882939","2019-06-29 10:49:16",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"6","NY","C4","NY","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"44068C2NW","Acadia NP--Precipice Trail Overlook","L1567758","H","2019-06-25","09:00:00","obsr951667","S57681137","Stationary","P21","EBIRD_ATL_ME",180,NA,NA,2,1,"",1,1,1,NA,"","2 adults and 4 chicks. Should be ready to fledge anytime",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS776440904","2019-06-18 13:43:48",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"6","FL","C4","FL","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail Overlook","L1567758","H","2019-06-18","08:50:00","obsr951667","S57486441","Stationary","P21","EBIRD",190,NA,NA,2,1,"G4293847",0,1,1,NA,"Acadia’s Peregrine Falcon Watch","2 adults and 4 confirmed chicks ",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS774850061","2019-06-14 11:18:48",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"6","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail Overlook","L1567758","H","2019-06-14","10:39:00","obsr1049767","S57364522","Stationary","P21","EBIRD",4,NA,NA,1,1,"",0,1,1,NA,"","Parents and four babies nesting on side of cliff. Seen through scope provided by park ranger.",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS779775815","2019-11-11 11:05:43",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"6","FL","C4","FL","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"44068C2NW","Acadia NP--Precipice Trail Overlook","L1567758","H","2019-06-28","09:00:00","obsr951667","S57754305","Stationary","P21","EBIRD_ATL_ME",24,NA,NA,2,1,"G4319826",0,1,1,NA,"","4 chicks, 2 are flying now",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS776440917","2019-06-18 13:43:48",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"6","FL","C4","FL","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail Overlook","L1567758","H","2019-06-18","08:50:00","obsr1135590","S57486442","Stationary","P21","EBIRD",190,NA,NA,2,1,"G4293847",0,1,1,NA,"Acadia’s Peregrine Falcon Watch","2 adults and 4 confirmed chicks ",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS779775823","2019-11-11 11:05:43",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"6","FL","C4","FL","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail Overlook","L1567758","H","2019-06-28","09:00:00","obsr525343","S57754306","Stationary","P21","EBIRD",24,NA,NA,2,1,"G4319826",0,1,1,NA,"","4 chicks, 2 are flying now",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS777813825","2024-05-31 08:21:22.60591",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","US-ME_3408",NA,NA,"44068C2NE","Frenchman Bay—Egg Rock","L1018954","H","2019-06-22","16:00:00","obsr224998","S57598020","Traveling","P22","EBIRD_ATL_ME",10,1.304,NA,4,1,"",0,1,0,NA,"Suzanna","",-68.139267,44.3527006,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS777807851","2021-04-01 06:49:52.016996",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"3","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Baker Island","L1481150","H","2019-06-22","07:00:00","obsr416909","S57597600","Traveling","P22","EBIRD",360,16.093,NA,30,1,"",0,1,0,NA,"","New Lifer!!",-68.1983643,44.2414724,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS788286175","2019-07-25 17:03:49",6672,"species","avibase-BDC5CF80","Arctic Tern","Sterna paradisaea","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","US-ME_3409",NA,NA,"","US-ME-Tremont (44.2341,-68.4392)","L9317138","P","2019-07-25","07:00:00","obsr1369867","S58434858","Stationary","P21","EBIRD",603,NA,NA,1,1,"",0,1,0,NA,"","",-68.439233,44.234138,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS787729102","2019-07-23 17:45:57",6672,"species","avibase-BDC5CF80","Arctic Tern","Sterna paradisaea","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","US-ME_3409",NA,NA,"","US-ME-Tremont (44.2341,-68.4392)","L9317138","P","2019-07-23","07:15:00","obsr1369867","S58390596","Stationary","P21","EBIRD",630,NA,NA,1,1,"",0,1,0,NA,"","",-68.439233,44.234138,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS783846210","2024-05-31 08:21:22.60591",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","US-ME_3408",NA,NA,"","Frenchman Bay—Egg Rock","L1018954","H","2019-07-09","11:00:00","obsr525343","S58078724","Traveling","P22","EBIRD",15,1.609,NA,1,1,"G4350603",0,1,0,NA,"","",-68.139267,44.3527006,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS781205014","2019-07-02 12:01:46",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"4","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail Overlook","L1567758","H","2019-07-02","10:40:00","obsr325596","S57866655","Stationary","P21","EBIRD",15,NA,NA,4,1,"G4329969",0,1,0,NA,"","",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS780890236","2019-07-01 12:29:14",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Valley Cove","L1760720","H","2019-07-01","11:01:00","obsr953305","S57841574","Traveling","P22","EBIRD",85,3.35,NA,1,1,"",0,1,0,NA,"Cloudy, 64F, 14mph N.","",-68.3174376,44.3075112,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS781937300","2019-07-04 17:53:22",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Bubble Pond","L3819273","H","2019-07-03","10:19:00","obsr444246","S57925470","Traveling","P22","EBIRD",125,1.609,NA,4,1,"G4335812",0,1,0,NA,"","",-68.2402897,44.3455195,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS781585475","2019-07-03 16:48:21",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Champlain Mountain","L4085683","H","2019-07-03","12:45:00","obsr953305","S57897252","Traveling","P22","EBIRD",151,2.366,NA,1,1,"",0,1,0,NA,"Hazy, 67, 7mph SE. Smooth Greensnake, White Admiral, and American Toad tadpoles.","",-68.194043,44.3508187,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS788042671","2024-05-31 08:21:22.60591",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","US-ME_3408",NA,NA,"","Frenchman Bay—Egg Rock","L1018954","H","2019-07-24","10:22:00","obsr711943","S58415523","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,NA,"","",-68.139267,44.3527006,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS789851768","2022-05-04 07:44:43.822602",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail Overlook","L1567758","H","2019-07-29","11:40:00","obsr988063","S58560027","Stationary","P21","EBIRD",20,NA,NA,2,1,"G8296933",0,1,0,NA,"","",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS789300093","2019-07-28 11:37:18",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail Overlook","L1567758","H","2019-07-28","08:45:00","obsr951667","S58516330","Stationary","P21","EBIRD",165,NA,NA,2,1,"",0,1,0,NA,"Peregrine Falcon Watch | sunny, 71°, 6-8mph S wind","Both juveniles",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS785007446","2019-07-30 13:38:43",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"4","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"44068C2NW","Acadia NP--Precipice Trail Overlook","L1567758","H","2019-07-14","08:45:00","obsr951667","S58170302","Stationary","P21","EBIRD_ATL_ME",195,NA,NA,2,1,"",0,1,0,NA,"","",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS786214335","2019-07-18 09:06:58",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"2","NC","C1","NC","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"44068C2NE","Acadia NP--Schooner Head Road Marsh","L5854356","H","2019-07-17","07:30:00","obsr224998","S58267888","Traveling","P22","EBIRD_ATL_ME",35,1.609,NA,3,1,"",1,1,0,NA,"Gail  and Jessica","I watched a quick food exchange",-68.1854868,44.3489122,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS788290430","2019-07-25 07:37:03",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Precipice and Beehive","L9691904","P","2019-07-24","13:30:00","obsr272953","S58435107","Traveling","P22","EBIRD",100,6.437,NA,4,1,"",0,1,0,NA,"","",-68.1861548,44.3324257,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS784068034","2024-05-31 08:21:22.60591",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","US-ME_3408",NA,NA,"44068C2NE","Frenchman Bay—Egg Rock","L1018954","H","2019-07-11","10:52:00","obsr951667","S58096589","Traveling","P22","EBIRD_ATL_ME",14,3.518,NA,2,1,"",0,1,0,NA,"","",-68.139267,44.3527006,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS788662709","2019-07-26 11:37:48",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"4","FL","C4","FL","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Valley Cove","L1760720","H","2019-07-26","10:10:00","obsr244612","S58467396","Traveling","P22","EBIRD",83,2.614,NA,1,1,"",0,1,0,NA,"","Flying in a group of 4. Looked like flight practice. Diving and talon turning. Went on for over 15 min. ",-68.3174376,44.3075112,"state endangered"
